Title,Mapped by,Level,Status,Scores,Total Scores,Star Difficulty,Note Count,BPM,PP,Key,Bombs,Walls,Note jump speed,Notes per second,Lights,ID
"Kobaryo - Vicious Heroism by ComplexFrequency, muffn & shadowlord723","ComplexFrequency, muffn & shadowlord723",Normal,Ranked,"1,478","4,772",3.92,717,256,179.30,,,,,,,5a8377cec04daac76a525cf810156ac6456d1f1f
"Kobaryo - Vicious Heroism by ComplexFrequency, muffn & shadowlord723","ComplexFrequency, muffn & shadowlord723",Hard,Ranked,415,"4,772",6.92,987,256,313.27,,,,,,,5a8377cec04daac76a525cf810156ac6456d1f1f
"Kobaryo - Vicious Heroism by ComplexFrequency, muffn & shadowlord723","ComplexFrequency, muffn & shadowlord723",Expert,Ranked,681,"4,772",10.05,"1,479",256,449.70,,,,,,,5A8377CEC04DAAC76A525CF810156AC6456D1F1F
"Kobaryo - Vicious Heroism by ComplexFrequency, muffn & shadowlord723","ComplexFrequency, muffn & shadowlord723",Expert+,Ranked,"1,159","4,772",10.44,"1,546",256,467.95,,,,,,,5A8377CEC04DAAC76A525CF810156AC6456D1F1F
Igorrr & Ruby My Dear - Biquette by Astrella,Astrella,Expert+,Ranked,810,810,10.12,"1,598",188,455.44,!bsr 16d03,919,608,0,22.5,8.623,81631B95CAE463CB700AEA59DBF52D58386127B7
MATT DOE - NOTHING PERSONAL by Khenab,Khenab,Expert+,Ranked,"4,216","4,216",7.05,"1,175",150,322.20,!bsr cfd5,23,152,19,5.782,2300.0,ed90cc573fb9ac5fb86ff63ca9bcb723bbb01bc3
Brooks & KSHMR - Voices by Halcyon12,Halcyon12,Easy,Ranked,496,"7,939",1.48,434,128,68.69,!bsr caba,0,26,12,2.306,10100.0,862D6DA8D494FA5D4A40788330D76F52DDC58F4D
Brooks & KSHMR - Voices by Halcyon12,Halcyon12,Normal,Ranked,485,"7,939",1.93,547,128,89.39,!bsr caba,0,26,13.1,2.906,10100.0,862D6DA8D494FA5D4A40788330D76F52DDC58F4D
Brooks & KSHMR - Voices by Halcyon12,Halcyon12,Hard,Ranked,"1,051","7,939",2.48,634,128,115.16,!bsr caba,0,0,0,16,0,862D6DA8D494FA5D4A40788330D76F52DDC58F4D
Brooks & KSHMR - Voices by Halcyon12,Halcyon12,Expert,Ranked,"2,392","7,939",3.48,752,128,161.18,!bsr caba,0,108,17,3.996,10100.0,862D6DA8D494FA5D4A40788330D76F52DDC58F4D
Brooks & KSHMR - Voices by Halcyon12,Halcyon12,Expert+,Ranked,"3,515","7,939",7.43,877,128,337.40,!bsr caba,20,143,19,4.66,10100.0,862D6DA8D494FA5D4A40788330D76F52DDC58F4D
Toby Fox - Uwa!! So Temperate by Xhera,Xhera,Hard,Ranked,933,"6,247",1,154,140,46.72,!bsr b97b,0,0,15,2.818,574,41FC762B67BB5215ED2AA7FBA0A13CA78662FAB2
Toby Fox - Uwa!! So Temperate by Xhera,Xhera,Expert,Ranked,"1,117","6,247",1.35,192,140,62.72,!bsr b97b,0,0,16,3.514,574,41FC762B67BB5215ED2AA7FBA0A13CA78662FAB2
Toby Fox - Uwa!! So Temperate by Xhera,Xhera,Expert+,Ranked,"4,197","6,247",3.75,220,140,173.34,!bsr b97b,0,0,17,4.026,574,41FC762B67BB5215ED2AA7FBA0A13CA78662FAB2
penoreri - Preserved Valkyria by Kikis,Kikis,Normal,Ranked,902,"5,000",2,407,155,93.10,!bsr ba21,16,5,16,3.477,5040.0,B2CD9A7C0057C842FF63A9E9105A45701A614066
penoreri - Preserved Valkyria by Kikis,Kikis,Hard,Ranked,"1,898","5,000",4.08,687,155,188.19,!bsr ba21,16,5,19,5.869,5040.0,B2CD9A7C0057C842FF63A9E9105A45701A614066
penoreri - Preserved Valkyria by Kikis,Kikis,Expert,Ranked,"1,133","5,000",5.34,815,155,242.16,!bsr ba21,20,5,22,6.962,5030.0,B2CD9A7C0057C842FF63A9E9105A45701A614066
penoreri - Preserved Valkyria by Kikis,Kikis,Expert+,Ranked,"1,067","5,000",7.33,952,155,329.19,!bsr ba21,54,0,24,8.132,5730.0,B2CD9A7C0057C842FF63A9E9105A45701A614066
Kobaryo - Cartoon Candy by Rogdude & muffn,Rogdude & muffn,Expert+,Ranked,"1,025","1,025",11.05,"2,606",270,494.23,!bsr cca9,0,17,23,12.92,3150.0,51284444BF53C79584BCE5A2B6A2F450DCBAA12B
t+pazolite - Candy Crack Curtain Call by EpicTroller,EpicTroller,Expert+,Ranked,568,568,9.69,"2,607",240,430.87,!bsr d62e,78,124,24,11.236,11200.0,479A6C0E49C3E94C524C363B1BA3EA52338A2176
xi - Wish upon Twin Stars by That_Narwhal,That_Narwhal,Easy,Ranked,571,"8,203",1.51,293,200,70.19,!bsr 361f,,,,,,157577E05E325504CEC89EBD0B382F9EF69246B7
xi - Wish upon Twin Stars by That_Narwhal,That_Narwhal,Normal,Ranked,999,"8,203",2.26,404,200,105.14,!bsr 361f,,,,,,157577E05E325504CEC89EBD0B382F9EF69246B7
xi - Wish upon Twin Stars by That_Narwhal,That_Narwhal,Hard,Ranked,"2,013","8,203",3.67,669,200,169.34,!bsr 361f,,,,,,157577E05E325504CEC89EBD0B382F9EF69246B7
xi - Wish upon Twin Stars by That_Narwhal,That_Narwhal,Expert,Ranked,"2,083","8,203",5.18,904,200,236.49,!bsr 361f,,,,,,157577E05E325504CEC89EBD0B382F9EF69246B7
xi - Wish upon Twin Stars by That_Narwhal,That_Narwhal,Expert+,Ranked,"2,537","8,203",7.64,"1,094",200,346.53,!bsr 361f,0,2,18,8.29,1320.0,157577E05E325504CEC89EBD0B382F9EF69246B7
Koda Kumi - Guess Who Is Back by carrot,carrot,Hard,Ranked,735,"3,626",2.14,263,183,99.48,!bsr d751,0,0,15,3.044,2190.0,FB2AB52D919B46A353500D60F78B69BCD26C93FC
Koda Kumi - Guess Who Is Back by carrot,carrot,Expert,Ranked,"1,759","3,626",3.3,414,183,152.09,!bsr d751,0,0,19,4.792,2110.0,FB2AB52D919B46A353500D60F78B69BCD26C93FC
Koda Kumi - Guess Who Is Back by carrot,carrot,Expert+,Ranked,"1,111","3,626",6.41,642,183,290.06,!bsr d751,0,0,20,7.431,2080.0,FB2AB52D919B46A353500D60F78B69BCD26C93FC
Laur - PRAGMATISM by shrado,shrado,Easy,Ranked,651,"8,577",0.98,128,174,45.88,!bsr d735,0,15,12,1.111,5050.0,E6E02417E730AD6408FBE6363E99EFD462083070
Laur - PRAGMATISM by shrado,shrado,Normal,Ranked,820,"8,577",1.66,286,174,77.18,!bsr d735,470,24,1,23,9.282,E6E02417E730AD6408FBE6363E99EFD462083070
Laur - PRAGMATISM by shrado,shrado,Hard,Ranked,"2,735","8,577",3.74,584,174,173.23,!bsr d735,0,24,0,23,13.771,E6E02417E730AD6408FBE6363E99EFD462083070
Laur - PRAGMATISM by shrado,shrado,Expert,Ranked,"2,463","8,577",6.17,972,174,280.94,!bsr d735,0,24,0,23,14.341,E6E02417E730AD6408FBE6363E99EFD462083070
Laur - PRAGMATISM by shrado,shrado,Expert+,Ranked,"1,908","8,577",8.74,"1,097",174,393.30,!bsr d735,0,24,0,23,9.282,E6E02417E730AD6408FBE6363E99EFD462083070
Camellia - Lowermost revolt by DE125 & Schwank,DE125 & Schwank,Expert,Ranked,768,"2,203",11.67,"3,089",219,521.32,!bsr da19,67,173,23,10.665,3400.0,23328A868C4C13C72E191A77EB42622D551EF5AC
Camellia - Lowermost revolt by DE125 & Schwank,DE125 & Schwank,Expert+,Ranked,"1,435","2,203",11.08,"3,235",219,497.90,!bsr da19,0,207,23,11.106,15600.0,23328A868C4C13C72E191A77EB42622D551EF5AC
"Camellia as ""Bang Riot"" - BANGER A.F., BROOOO!!! by abcbadq",abcbadq,Expert+,Ranked,741,741,11.43,"3,098",245,512.88,,,,,,,9B6C79E80137F947F8A65F8070624436BCC8D5F9
Adust Rain - Pretty Pretty Dark by Scrappy,Scrappy,Easy,Ranked,799,"9,826",1.76,476,232,81.95,!bsr d615,0,18,14,3.042,4670.0,2D461CBF110B43FF6CD446F7E4FA1E94F216B111
Adust Rain - Pretty Pretty Dark by Scrappy,Scrappy,Normal,Ranked,"1,170","9,826",2.63,661,232,121.68,!bsr d615,0,15,16,4.225,4670.0,2D461CBF110B43FF6CD446F7E4FA1E94F216B111
Adust Rain - Pretty Pretty Dark by Scrappy,Scrappy,Hard,Ranked,"2,917","9,826",5.14,"1,003",232,236.22,!bsr d615,20,7,18,6.41,4670.0,2D461CBF110B43FF6CD446F7E4FA1E94F216B111
Adust Rain - Pretty Pretty Dark by Scrappy,Scrappy,Expert,Ranked,"4,291","9,826",6.9,"1,160",232,315.96,!bsr d615,20,6,20,7.414,4670.0,2D461CBF110B43FF6CD446F7E4FA1E94F216B111
Adust Rain - Pretty Pretty Dark by Scrappy,Scrappy,Expert+,Ranked,649,"9,826",9.78,"1,379",232,440.33,!bsr d615,20,6,22,8.813,4670.0,2D461CBF110B43FF6CD446F7E4FA1E94F216B111
Tsukasa - The Clear Blue Sky by Mystikmol,Mystikmol,Easy,Ranked,600,"8,500",0.78,101,178,36.65,!bsr d7c9,0,1,11,1.191,2520.0,9EC4BBF552797685DF73033C04CF487737097A7D
Tsukasa - The Clear Blue Sky by Mystikmol,Mystikmol,Normal,Ranked,713,"8,500",1.18,164,178,55.04,!bsr d7c9,13,4,14,1.935,2520.0,9EC4BBF552797685DF73033C04CF487737097A7D
Tsukasa - The Clear Blue Sky by Mystikmol,Mystikmol,Hard,Ranked,951,"8,500",1.76,273,178,81.95,!bsr d7c9,0,6,16,3.22,2520.0,9EC4BBF552797685DF73033C04CF487737097A7D
Tsukasa - The Clear Blue Sky by Mystikmol,Mystikmol,Expert,Ranked,"1,929","8,500",2.73,369,178,126.56,!bsr d7c9,0,14,17,4.353,2520.0,9EC4BBF552797685DF73033C04CF487737097A7D
Tsukasa - The Clear Blue Sky by Mystikmol,Mystikmol,Expert+,Ranked,"4,307","8,500",6.83,490,178,313.09,!bsr d7c9,0,4,20,5.78,2520.0,9ec4bbf552797685df73033c04cf487737097a7d
Chester Young & Jasted - Sorry by Pixelguy & Teuflum,Pixelguy & Teuflum,Hard,Ranked,"1,341","5,651",2.76,591,126,127.89,!bsr 1a568,0,171,16,5.602,14100.0,B17ED2E5CA907BB4770598BE1C0CC11C66537D26
Chester Young & Jasted - Sorry by Pixelguy & Teuflum,Pixelguy & Teuflum,Expert,Ranked,"2,111","5,651",4.15,724,126,190.34,!bsr 1a568,0,165,20,6.053,14100.0,B17ED2E5CA907BB4770598BE1C0CC11C66537D26
Chester Young & Jasted - Sorry by Pixelguy & Teuflum,Pixelguy & Teuflum,Expert+,Ranked,"2,199","5,651",7.49,"1,025",126,341.65,!bsr 1a568,0,170,20,6.471,14100.0,B17ED2E5CA907BB4770598BE1C0CC11C66537D26
Sakuzyo - Fracture Ray by muffn & FatBeanzoop,muffn & FatBeanzoop,Hard,Ranked,"1,994","6,283",4.2,854,200,191.61,!bsr d8f5,0,68,18,5.931,9030.0,EF2A01516FE6E6092165FCBB789214973A0DFE23
Sakuzyo - Fracture Ray by muffn & FatBeanzoop,muffn & FatBeanzoop,Expert,Ranked,"2,649","6,283",6.33,"1,169",200,286.69,!bsr d8f5,0,32,20,8.118,9030.0,EF2A01516FE6E6092165FCBB789214973A0DFE23
Sakuzyo - Fracture Ray by muffn & FatBeanzoop,muffn & FatBeanzoop,Expert+,Ranked,"1,640","6,283",10.09,"1,407",200,452.15,!bsr d8f5,12,29,22,9.771,9030.0,EF2A01516FE6E6092165FCBB789214973A0DFE23
Blacklolita - Frustrate by FatBeanzoop,FatBeanzoop,Expert+,Ranked,"1,618","1,618",9.25,"2,690",252,417.50,!bsr d8f2,0,81,22,10.403,25600.0,62E8C75CC4E0F9CDF9F9D600D44280591B7A4C9E
Jake Kaufman - Watch Me Dance! by SlimyBlob & Victonator,SlimyBlob & Victonator,Easy,Ranked,774,"8,943",0.58,93,171,27.12,!bsr d90a,0,0,10,1.398,1360.0,4BCE6DA72AD5D299CF1E8F940975FCAD73DA1C7D
Jake Kaufman - Watch Me Dance! by SlimyBlob & Victonator,SlimyBlob & Victonator,Normal,Ranked,550,"8,943",0.87,129,171,40.73,!bsr d90a,0,15,12,1.94,1360.0,4BCE6DA72AD5D299CF1E8F940975FCAD73DA1C7D
Jake Kaufman - Watch Me Dance! by SlimyBlob & Victonator,SlimyBlob & Victonator,Hard,Ranked,970,"8,943",1.22,201,171,56.94,!bsr d90a,24,0,14,3.007,1360.0,4BCE6DA72AD5D299CF1E8F940975FCAD73DA1C7D
Jake Kaufman - Watch Me Dance! by SlimyBlob & Victonator,SlimyBlob & Victonator,Expert,Ranked,"2,243","8,943",2.57,371,171,119.14,!bsr d90a,34,6,16,5.436,1360.0,4BCE6DA72AD5D299CF1E8F940975FCAD73DA1C7D
Jake Kaufman - Watch Me Dance! by SlimyBlob & Victonator,SlimyBlob & Victonator,Expert+,Ranked,"4,406","8,943",5.9,451,171,269.23,!bsr d90a,55,13,20,6.619,1360.0,4BCE6DA72AD5D299CF1E8F940975FCAD73DA1C7D
"Camellia as ""menaXe inXonnu"" - Xronial Xero by Foxy Boi & altrewin",Foxy Boi & altrewin,Hard,Ranked,"1,870","3,192",8.29,"2,727",335,374.91,,,,,,,4F003B1A4144A7AF68FA1F846D480239B2BC5CA2
"Camellia as ""menaXe inXonnu"" - Xronial Xero by Foxy Boi & altrewin",Foxy Boi & altrewin,Expert,Ranked,731,"3,192",13,"3,651",335,580.93,,,,,,,4F003B1A4144A7AF68FA1F846D480239B2BC5CA2
"Camellia as ""menaXe inXonnu"" - Xronial Xero by Foxy Boi & altrewin",Foxy Boi & altrewin,Expert+,Ranked,591,"3,192",12.09,"3,280",335,539.29,,,,,,,4F003B1A4144A7AF68FA1F846D480239B2BC5CA2
Demon Hunter - Someone To Hate by RocKz,RocKz,Expert+,Ranked,"2,407","2,407",8.48,"2,467",170,384.85,!bsr d97d,226,1,22,7.606,6820.0,0AC5A871DAFDF9326C52FD1FE61962FC60ABC26F
Igorrr & Ruby My Dear - Barbecue by Vilawes,Vilawes,Expert+,Ranked,"1,570","1,570",8.21,"1,578",200,371.71,!bsr 16d03,919,608,0,22.5,8.623,15F0831D73BA87A9EED840D74BCEA1F92BF8CF53
t+pazolite - RAVE-O-LUTION 456 by Oddloop,Oddloop,Expert+,Ranked,423,423,10.11,"2,633",228,448.27,!bsr d90c,20,475,23,8.965,10000.0,621487B366D4793A095BC2E2FCF542845E325B38
Trifect - Neverland by carrot,carrot,Hard,Ranked,876,"4,809",1.66,304,127,76.37,!bsr d888,0,0,15,3.154,2070.0,906CD67E7F13E169D9EA18859BE808A1C0434AB9
Trifect - Neverland by carrot,carrot,Expert,Ranked,"1,801","4,809",2.61,458,127,119.86,!bsr d888,0,0,17,4.752,2070.0,906CD67E7F13E169D9EA18859BE808A1C0434AB9
Trifect - Neverland by carrot,carrot,Expert+,Ranked,"2,132","4,809",6.59,578,127,299.28,!bsr d888,2,2,20,5.997,2120.0,906CD67E7F13E169D9EA18859BE808A1C0434AB9
Porter Robinson & Madeon - Shelter by muffn & SpiritusNoctis,muffn & SpiritusNoctis,Expert+,Ranked,"3,600","3,600",7.63,"2,503",100,346.22,!bsr 16569,14,62,0,17.76,5.785,3F9FC40DA181ED1ADBD7BFF06E21D891D8A6BFB2
Laur - Exitium by Bush,Bush,Hard,Ranked,"1,790","6,054",3.56,770,260,163.44,!bsr dc92,0,13,16,5.636,5110.0,AE0706E02F26C6B23164A5A4A814B6F704F6C84A
Laur - Exitium by Bush,Bush,Expert,Ranked,"3,428","6,054",5.72,904,260,261.83,!bsr dc92,0,2,19,6.617,5110.0,AE0706E02F26C6B23164A5A4A814B6F704F6C84A
Laur - Exitium by Bush,Bush,Expert+,Ranked,836,"6,054",10.03,"1,750",260,448.43,!bsr dc92,0,0,23,12.81,5140.0,AE0706E02F26C6B23164A5A4A814B6F704F6C84A
-MASA Works DESIGN- - The Fox's Wedding by Rusty,Rusty,Expert+,Ranked,"5,036","5,036",7.23,"1,590",240,331.14,,,,,,,7D12A13A03B615D7E4895DD4177C4A4A1F84F1F5
Fleshgod Apocalypse - The Deceit by Nuketime,Nuketime,Expert+,Ranked,463,463,10.73,"4,173",250,482.95,!bsr dead,4,54,23,13.669,3780.0,9604D435468C291039E8C39DBF9E8317E06605EE
DJ Genki vs Gram - Einherjar Joker by Various Mappers,Various Mappers,Easy,Ranked,"1,952","6,354",2.98,508,222,138.22,!bsr d790,64,201,18,4.196,7180.0,468E2618A69BCC772CB2095C1CD843D7537D0F0C
DJ Genki vs Gram - Einherjar Joker by Various Mappers,Various Mappers,Normal,Ranked,"2,441","6,354",6.3,"1,050",222,287.21,!bsr d790,0,18,20,8.094,7440.0,468E2618A69BCC772CB2095C1CD843D7537D0F0C
DJ Genki vs Gram - Einherjar Joker by Various Mappers,Various Mappers,Hard,Ranked,286,"6,354",8.82,"1,613",222,394.18,!bsr d790,32,24,24,12.434,7180.0,468E2618A69BCC772CB2095C1CD843D7537D0F0C
DJ Genki vs Gram - Einherjar Joker by Various Mappers,Various Mappers,Expert,Ranked,301,"6,354",8.4,"1,081",222,375.35,!bsr d790,0,20,24,8.89,7180.0,468E2618A69BCC772CB2095C1CD843D7537D0F0C
DJ Genki vs Gram - Einherjar Joker by Various Mappers,Various Mappers,Expert+,Ranked,"1,374","6,354",8.6,"1,317",222,385.28,!bsr d790,56,5,22,10.152,7180.0,468E2618A69BCC772CB2095C1CD843D7537D0F0C
S3RL - You Are Mine by Ramen Noodle,Ramen Noodle,Easy,Ranked,"3,287","13,886",3.15,990,175,143.51,,,,,,,D112173D950AD96B0903BC085A9C07CDCFAC7F29
S3RL - You Are Mine by Ramen Noodle,Ramen Noodle,Normal,Ranked,"4,203","13,886",7.04,"1,167",175,314.96,,,,,,,D112173D950AD96B0903BC085A9C07CDCFAC7F29
S3RL - You Are Mine by Ramen Noodle,Ramen Noodle,Hard,Ranked,"1,559","13,886",8.32,"1,376",175,375.57,,,,,,,D112173D950AD96B0903BC085A9C07CDCFAC7F29
S3RL - You Are Mine by Ramen Noodle,Ramen Noodle,Expert,Ranked,"1,074","13,886",8.16,"2,013",175,367.74,,,,,,,D112173D950AD96B0903BC085A9C07CDCFAC7F29
S3RL - You Are Mine by Ramen Noodle,Ramen Noodle,Expert+,Ranked,"3,763","13,886",7.66,"1,518",175,346.24,,,,,,,D112173D950AD96B0903BC085A9C07CDCFAC7F29
TryHardNinja - Revenge by Ramen Noodle,Ramen Noodle,Hard,Ranked,"2,861","7,462",6.82,"1,565",330,310.99,,,,,,,312E16C63C727303286A0278A713A3BCFEA8186D
TryHardNinja - Revenge by Ramen Noodle,Ramen Noodle,Expert,Ranked,"3,790","7,462",8.09,"1,999",330,366.37,,,,,,,312E16C63C727303286A0278A713A3BCFEA8186D
TryHardNinja - Revenge by Ramen Noodle,Ramen Noodle,Expert+,Ranked,811,"7,462",10.31,"2,880",330,461.97,,,,,,,312E16C63C727303286A0278A713A3BCFEA8186D
LeaF - Wizdomiot by dibl,dibl,Expert+,Ranked,"1,949","1,949",9.84,"2,587",200,445.51,!bsr de6a,27,295,23,7.67,9220.0,18B80150202B2F2C07E6FEEB36F4239BF014CF03
Primary - in the Garden by MaNaB,MaNaB,Expert+,Ranked,"1,292","1,292",8.66,"1,403",224,392.15,!bsr bf73,0,0,22,6.466,1560.0,B94BCEAB79653037718941989399A36146B3ADEC
Kobaryo - Paranoid Mirage by cerret,cerret,Expert+,Ranked,"2,270","2,270",9.76,"2,081",260,439.82,!bsr f621,132,8,24,10.179,2330.0,49635E84BD0518B5192B653AF59922A5D2C97A3F
Khenab - Temple Of Sound by Jaack & carrot,Jaack & carrot,Hard,Ranked,971,"2,829",2.43,699,190,111.97,!bsr aed7,0,77,14,4.495,1810.0,71018661B82B51A68ACBF075B803A938A98FAF74
Khenab - Temple Of Sound by Jaack & carrot,Jaack & carrot,Expert,Ranked,885,"2,829",3.8,901,190,173.73,!bsr aed7,0,77,17,5.621,1810.0,71018661B82B51A68ACBF075B803A938A98FAF74
Khenab - Temple Of Sound by Jaack & carrot,Jaack & carrot,Expert+,Ranked,973,"2,829",8.58,"1,401",190,386.70,!bsr aed7,0,76,20,8.283,1810.0,71018661B82B51A68ACBF075B803A938A98FAF74
Blacklolita & Massive New Krew - Mushussu by abcbadq & Dr_Marc,abcbadq & Dr_Marc,Expert,Ranked,"1,732","2,304",8.63,"1,530",300,390.16,!bsr d8f2,,,,,,254D9FAA986C0CB9600D0460BF4ADDCBCDD89C6A
Blacklolita & Massive New Krew - Mushussu by abcbadq & Dr_Marc,abcbadq & Dr_Marc,Expert+,Ranked,548,"2,304",9.88,"2,023",300,439.34,!bsr d8f2,0,81,22,10.403,25600.0,254D9FAA986C0CB9600D0460BF4ADDCBCDD89C6A
1788-L & Blanke - Destiny by Emilia,Emilia,Hard,Ranked,599,"5,015",1.69,454,196,77.62,!bsr e298,0,535,15,2.101,6550.0,02E42BB3280E0EA52829A4A2BF47F3EB8A3E32EB
1788-L & Blanke - Destiny by Emilia,Emilia,Expert,Ranked,"1,556","5,015",2.69,696,196,123.61,!bsr e298,0,511,18,3.22,6550.0,02E42BB3280E0EA52829A4A2BF47F3EB8A3E32EB
1788-L & Blanke - Destiny by Emilia,Emilia,Expert+,Ranked,"2,860","5,015",7.51,"1,090",196,341.49,!bsr e298,118,436,21,4.931,6950.0,02E42BB3280E0EA52829A4A2BF47F3EB8A3E32EB
Kobaryo - Demon's Jingles by Helloiamdaan & ItsVasili,Helloiamdaan & ItsVasili,Expert+,Ranked,"2,912","2,912",8.15,"1,313",200,370.69,!bsr e2c3,30,105,23,6.491,4930.0,F9537C38BDFCAA3E42ED6D01CCCA22D34E157B7E
Vicetone and Tony Igy - Astronomia by That_Narwhal,That_Narwhal,Easy,Ranked,"1,394","16,235",1.32,356,200,61.39,,,,,,,2E6CB362F31D00EE9F2B9C8640CFD94BBFB8377F
Vicetone and Tony Igy - Astronomia by That_Narwhal,That_Narwhal,Normal,Ranked,"2,360","16,235",2.2,656,200,102.11,,,,,,,2E6CB362F31D00EE9F2B9C8640CFD94BBFB8377F
Vicetone and Tony Igy - Astronomia by That_Narwhal,That_Narwhal,Hard,Ranked,"5,930","16,235",3.22,840,200,149.04,,,,,,,2E6CB362F31D00EE9F2B9C8640CFD94BBFB8377F
Vicetone and Tony Igy - Astronomia by That_Narwhal,That_Narwhal,Expert,Ranked,"3,349","16,235",5.2,"1,228",200,237.23,,,,,,,2E6CB362F31D00EE9F2B9C8640CFD94BBFB8377F
Vicetone and Tony Igy - Astronomia by That_Narwhal,That_Narwhal,Expert+,Ranked,"3,202","16,235",8.33,"1,695",200,376.89,,,,,,,2E6CB362F31D00EE9F2B9C8640CFD94BBFB8377F
RIOT - Jackknife by Bush,Bush,Easy,Ranked,380,"6,184",1.08,469,150,50.30,!bsr e1ff,0,34,11,1.823,7640.0,63D410C14C4361E0A064325C9FBEBAFBF72FBC3F
RIOT - Jackknife by Bush,Bush,Normal,Ranked,397,"6,184",1.65,735,150,76.62,!bsr e1ff,0,32,14,2.857,7640.0,63D410C14C4361E0A064325C9FBEBAFBF72FBC3F
RIOT - Jackknife by Bush,Bush,Hard,Ranked,"1,045","6,184",2.86,"1,024",150,132.71,!bsr e1ff,0,18,17,3.921,7640.0,63D410C14C4361E0A064325C9FBEBAFBF72FBC3F
RIOT - Jackknife by Bush,Bush,Expert,Ranked,"2,285","6,184",4.64,"1,493",150,212.26,!bsr e1ff,0,18,20,5.717,7640.0,63D410C14C4361E0A064325C9FBEBAFBF72FBC3F
RIOT - Jackknife by Bush,Bush,Expert+,Ranked,"2,077","6,184",7.9,"1,766",150,355.77,!bsr e1ff,0,18,22,6.762,7770.0,63D410C14C4361E0A064325C9FBEBAFBF72FBC3F
Camellia - LET'S JUMP by Khenab,Khenab,Expert,Ranked,"2,024","4,477",4.83,"1,688",180,221.07,!bsr e348,36,546,20,6.116,2930.0,03a4575b6fe87f1e79c1664464d482a2ff8e0780
Camellia - LET'S JUMP by Khenab,Khenab,Expert+,Ranked,"2,453","4,477",8.56,"2,551",180,387.73,!bsr e348,28,548,23,9.243,2930.0,03a4575b6fe87f1e79c1664464d482a2ff8e0780
SOOOO - iiillluuuvvvUUU by Emilia,Emilia,Hard,Ranked,"1,422","5,816",3.03,614,200,139.75,,,,,,,AD547BAA544700AC8936015B54A00A1E1024E793
SOOOO - iiillluuuvvvUUU by Emilia,Emilia,Expert,Ranked,"2,048","5,816",4.66,957,200,213.02,,,,,,,AD547BAA544700AC8936015B54A00A1E1024E793
SOOOO - iiillluuuvvvUUU by Emilia,Emilia,Expert+,Ranked,"2,124","5,816",9.2,"1,540",200,415.58,,,,,,,AD547BAA544700AC8936015B54A00A1E1024E793
Imperial Circus Dead Decadence - Shinbatsu o Tadori Kyoukotsu ni Itaru by altrewin & ExUnReal,altrewin & ExUnReal,Easy,Ranked,"1,141","8,894",2.53,"1,207",250,116.42,!bsr e5cd,0,0,0,12,0,158005783F1B04090F97CD22325232EC7CBF6FD5
Imperial Circus Dead Decadence - Shinbatsu o Tadori Kyoukotsu ni Itaru by altrewin & ExUnReal,altrewin & ExUnReal,Normal,Ranked,"1,909","8,894",4.72,"1,663",250,215.93,!bsr e5cd,24,448,18,6.437,21900.0,158005783F1B04090F97CD22325232EC7CBF6FD5
Imperial Circus Dead Decadence - Shinbatsu o Tadori Kyoukotsu ni Itaru by altrewin & ExUnReal,altrewin & ExUnReal,Hard,Ranked,"3,802","8,894",7.37,"2,101",250,335.35,!bsr e5cd,24,279,20,8.132,21900.0,158005783F1B04090F97CD22325232EC7CBF6FD5
Imperial Circus Dead Decadence - Shinbatsu o Tadori Kyoukotsu ni Itaru by altrewin & ExUnReal,altrewin & ExUnReal,Expert,Ranked,"1,198","8,894",9.83,"2,702",250,445.41,!bsr e5cd,24,135,22,10.458,21900.0,158005783F1B04090F97CD22325232EC7CBF6FD5
Imperial Circus Dead Decadence - Shinbatsu o Tadori Kyoukotsu ni Itaru by altrewin & ExUnReal,altrewin & ExUnReal,Expert+,Ranked,844,"8,894",10.82,"3,144",250,484.18,!bsr e5cd,24,69,23,12.169,21900.0,158005783F1B04090F97CD22325232EC7CBF6FD5
KIRA - Digital Girl by Skeelie,Skeelie,Easy,Ranked,647,"7,897",1.38,408,103,64.19,!bsr c643,0,0,11,2.247,8180.0,43B8C6AE3128C2060B38905662C85E0884BB98E2
KIRA - Digital Girl by Skeelie,Skeelie,Normal,Ranked,618,"7,897",1.81,542,103,84.01,!bsr c643,0,0,13,2.987,8180.0,43B8C6AE3128C2060B38905662C85E0884BB98E2
KIRA - Digital Girl by Skeelie,Skeelie,Hard,Ranked,922,"7,897",2.68,742,103,123.81,!bsr c643,8,0,15,4.089,8180.0,43B8C6AE3128C2060B38905662C85E0884BB98E2
KIRA - Digital Girl by Skeelie,Skeelie,Expert,Ranked,"1,770","7,897",3.82,937,103,175.79,!bsr c643,8,0,16,5.16,8180.0,43B8C6AE3128C2060B38905662C85E0884BB98E2
KIRA - Digital Girl by Skeelie,Skeelie,Expert+,Ranked,"3,940","7,897",7.51,"1,066",103,341.31,!bsr c643,32,0,18,5.87,8180.0,43B8C6AE3128C2060B38905662C85E0884BB98E2
Weebl's stuff - They Shall Not Pass by Qwasyx,Qwasyx,Easy,Ranked,354,"5,788",1.63,211,130,75.59,!bsr c672,151,311,12,2.097,1400.0,0158DA11CA63C73A022EAB8796B69471579CE4E6
Weebl's stuff - They Shall Not Pass by Qwasyx,Qwasyx,Normal,Ranked,342,"5,788",1.88,298,130,87.08,!bsr c672,182,353,14,2.962,1400.0,0158DA11CA63C73A022EAB8796B69471579CE4E6
